algorithm_id,instance,run_idx,seed,n_evals_budget,n_evals_actual,n_feasible,n_pareto,hv_quick,igd_plus_quick,best_f1,best_f2,best_f3,n_f1_layers,elapsed_seconds,timestamp_start,timestamp_end,status,pickle_path,git_commit
moead_ws,rc101_21,4,1931810409,1000000,1000020,105,63,153408859.015256,,20.0,2206.6789,25.9533,10,2146.16,2026-04-12T01:08:36,2026-04-12T01:44:23,ok,pickles/moead_ws/rc101_21/run04.pkl,7482e60
moead_ws,rc201_21,3,2691905154,1000000,1000020,105,56,303542349.673376,,7.0,1186.8599,371.5978,5,2721.634,2026-04-12T01:02:45,2026-04-12T01:48:07,ok,pickles/moead_ws/rc201_21/run03.pkl,7482e60
smsemoa,rc201_21,5,1993205418,1000000,1000020,105,96,287567630.69074,,6.0,1458.6532,305.0055,10,2384.483,2026-04-12T01:15:32,2026-04-12T01:55:16,ok,pickles/smsemoa/rc201_21/run05.pkl,7482e60
smsemoa,c101_21,5,3502107228,1000000,1000020,105,105,132221718.413343,,14.0,1588.5107,2258.2298,8,1736.69,2026-04-12T01:27:12,2026-04-12T01:56:09,ok,pickles/smsemoa/c101_21/run05.pkl,7482e60
nsga2,rc201_21,1,2554980871,1000000,1000020,105,105,279240716.667308,,6.0,1343.9805,235.9235,9,2288.826,2026-04-12T01:18:59,2026-04-12T01:57:08,ok,pickles/nsga2/rc201_21/run01.pkl,7482e60
smsemoa,r201_21,2,3817578194,1000000,1000020,105,104,75922052.11563,,5.0,1230.0258,99.0297,6,2528.881,2026-04-12T01:21:00,2026-04-12T02:03:09,ok,pickles/smsemoa/r201_21/run02.pkl,7482e60
smsemoa,rc101_21,1,1292636338,1000000,1000020,105,105,19648515.361918,,21.0,2295.1786,109.8678,11,1747.672,2026-04-12T01:35:45,2026-04-12T02:04:52,ok,pickles/smsemoa/rc101_21/run01.pkl,7482e60
nsga2,rc201_21,3,876654044,1000000,1000020,105,101,476823945.956289,,7.0,1292.1992,554.8497,10,2249.237,2026-04-12T01:27:51,2026-04-12T02:05:21,ok,pickles/nsga2/rc201_21/run03.pkl,7482e60
nsga2,rc201_21,5,285811488,1000000,1000020,105,105,312545678.000718,,7.0,1386.9382,153.2217,9,2300.25,2026-04-12T01:27:28,2026-04-12T02:05:48,ok,pickles/nsga2/rc201_21/run05.pkl,7482e60
nsga2,c101_21,5,3916366840,1000000,1000020,105,103,144916892.880585,,14.0,1726.3524,1721.2436,10,1755.232,2026-04-12T01:44:23,2026-04-12T02:13:38,ok,pickles/nsga2/c101_21/run05.pkl,7482e60
